Benefits,Company,Education,Industry,Industry_label,Job_function,Job_title,Level,Location,Posting_date,Salary,Work_exp
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Ltd,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (System Analyst)', 'IT (Systems / Technical Support)', 'IT (Technical / Functional Consulting)']",Analyst Programmer,Middle,Wanchai District / Wan Chai,Posting Date: 2020-09-07,--,3
"['', 'Five-Day Work']",CL Technical Services Ltd,Diploma,All IT,Information Technology,"['IT (Application - Network)', 'IT (Hardware)', 'IT (Network & System)', 'IT (System Engineer / Network Engineer)', 'IT (Systems / Technical Support)']","Senior Technical Engineer (VIP Support, up to 28K)",Middle,Central & Western District / Central,Posting Date: 2020-09-07,--,3
,CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Application - Network)', 'IT (Hardware)', 'IT (Network & System)', 'IT (System Engineer / Network Engineer)', 'IT (Systems / Technical Support)']","System Engineer (e-Form, SharePoint)",Middle,Central & Western District / Central,Posting Date: 2020-09-07,--,3
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Ltd,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (IT Project Management / Team Lead)', 'IT (Product Management / Business Analyst)', 'IT (Systems / Technical Support)', 'IT (Technical / Functional Consulting)']","Business  Analyst (Up to $28K, 3 yrs exp)",Middle,Central & Western District / Central,Posting Date: 2020-09-07,--,3
,Alltronics Tech. Mftg Limited,Bachelor,All IT,Manufacturing / Industrial,"['IT (Systems / Technical Support)', 'IT (Network & System)']",Programmer,,,Posting Date: 2020-09-07,--,2 or above
"['', 'Alternate Saturday']",Genuine Treasure Access and Scaffolding Limited,Bachelor,All IT,Building / Construction,"['Accounting / Auditing (Others)', 'IT (IT Project Management / Team Lead)', 'IT (Others)']",BUSINESS ANALYST/ SENIOR BUSINESS ANALYST,Middle,Kwun Tong District / Kwun Tong,Posting Date: 2020-09-07,--,1-2
,Application Technology Company Limited,--,All IT,Information Technology,"['IT (Software / Web Developer)', 'IT (Application - Network)', 'IT (Network & System)', 'IT (Application - Software)', 'IT (Others)']",ARTIFICAL INTELLIGENCE SPECIALIST(PERMANENT/ 1-YEAR INTERN),General,,Posting Date: 2020-09-07,--,--
,Application Technology Company Limited,--,All IT,Information Technology,"['IT (Software / Web Developer)', 'IT (Application - Network)', 'IT (Network & System)', 'IT (Mobile Applications Developer)', 'IT (Others)']",MOBILE APP PROGRAMMER (PERMANENT/1-YEAR INTERN/SUMMER INTERN),General,,Posting Date: 2020-09-07,--,--
,Application Technology Company Limited,--,All IT,Information Technology,"['IT (Software / Web Developer)', 'IT (Application - Network)', 'IT (Network & System)', 'IT (Application - Software)', 'IT (Others)']",WEB PROGRAMMER(PERMANENT/1-YEAR INTERN/SUMMER INTERN),General,,Posting Date: 2020-09-07,--,--
,Application Technology Company Limited,--,All IT,Information Technology,"['IT (IT Project Management / Team Lead)', 'Sales (General Sales)', 'Sales (Business Development)', 'Sales (Others)', 'Marketing / Public Relations (Brand / Product Management)']",ACCOUNT MANAGER(PERMANENT),General,,Posting Date: 2020-09-07,--,--
,Application Technology Company Limited,--,All IT,Information Technology,"['IT (IT Project Management / Team Lead)', 'IT (Product Management / Business Analyst)', 'IT (Network & System)', 'IT (Software / Web Developer)', 'IT (Others)']",PROJECT MANAGER / ASSISTANT PROJECT MANAGER (PERMANENT),General,,Posting Date: 2020-09-07,--,--
,Auphan Software (HK) Limited,Bachelor,All IT,Information Technology,"['Sales (Business Development)', 'Sales (Sales Management)', 'Sales (Customer Service - Manager)', 'Sales (Others)', 'IT (Others)']",Sales Manager,General,,Posting Date: 2020-09-07,--,5
,PCCW Solutions,Bachelor,All IT,Information Technology,"['IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Others)', 'Customer Service (Customer Service)']",IT Infrastructure Specialist (Wintel) - Urgent!,General,,Posting Date: 2020-09-07,--,2
,PCCW Solutions,Bachelor,All IT,Information Technology,"['IT (Network & System)', 'IT (IT Project Management / Team Lead)', 'IT (Systems / Technical Support)', 'IT (Others)']",Infrastructure Solution Architect,Middle,,Posting Date: 2020-09-07,--,8 or above
,思域電腦系統有限公司,F.5 / HKCEE,All IT,Information Technology,"['IT (Application - Software)', 'IT (Hardware)', 'IT (Network & System)', 'IT (Others)']",技術員,General,,Posting Date: 2020-09-07,"$11,000 - $13,000",--
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,--,All IT,Information Technology,"['IT (Hardware)', 'IT (Systems / Technical Support)', 'IT (Network & System)']",Field Engineer (PC Desktops) $13-16K,General,Central & Western District,Posting Date: 2020-09-06,--,--
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Smart Sourcing Limited,--,All IT,Information Technology,"['IT (Software / Web Developer)', 'IT (Application - Software)']",Senior Analyst Programmer / System Analyst (Java),Middle,Central & Western District,Posting Date: 2020-09-06,--,--
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Mobile Applications Developer)', 'IT (Application - Software)', 'IT (Software / Web Developer)']",Mobile Application Developer,Middle,Sai Kung District / Sai Kung,Posting Date: 2020-09-06,--,3-5
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,F.5 / HKCEE,All IT,Information Technology,"['IT (Hardware)', 'IT (Systems / Technical Support)', 'IT (Network & System)']",Data Centre Operator / 數據中心操作員,General,Central & Western DistrictYau Tsim Mong District / Tsim Sha Tsui,Posting Date: 2020-09-06,--,--
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Limited,Diploma,All IT,Information Technology,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Application - Network)']","Deskside Engineer (PC, Windows, hardware, software)",Middle,Yau Tsim Mong District / Tsim Sha Tsui,Posting Date: 2020-09-06,--,2-3
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Ltd,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Systems / Technical Support)']",Java/J2EE Programmer (Over $35K),Middle,Central & Western District / Central,Posting Date: 2020-09-06,--,3
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Technical Services Ltd,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (Systems / Technical Support)', 'Design (Graphic)']",Web Designer (welcome fresh graduates),General,Wanchai District / Wan Chai,Posting Date: 2020-09-06,"$17,000 - $20,000",--
"['', 'Bank Holiday', '', 'Five-Day Work']",Harmonic Scene Limited,Diploma,All IT,Entertainment / Art / Recreation,"['IT (Mobile Applications Developer)', 'IT (Software / Web Developer)', 'Media (Media Production / Photography / Video)', 'Design (Multi-Media)', 'Design (Web Designer)']",Game Developer / Programmer,Middle,Kwai Tsing District / Kwai Hing,Posting Date: 2020-09-05,--,2-10
"['', 'Alternate Saturday', '', 'Bank Holiday', '', 'Double Pay', '', 'On-the-job training', '', 'Overtime Pay']",Everbest Technologies Ltd,Diploma,All IT,Information Technology,"['IT (Systems / Technical Support)', 'IT (Hardware)', 'IT (Network & System)']",IT Support,General,Central & Western District / CentralCentral & Western District / Central,Posting Date: 2020-09-05,--,--
"['', 'Five-Day Work', '', 'Medical Insurance']",TECH ONE SERVICES LIMITED,Diploma,All IT,Information Technology,"['IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Hardware)', 'Engineering (Others)', 'IT (System Engineer / Network Engineer)']",Helpdesk & Deskside Support ,General,Eastern District / Quarry BayShatin District / ShatinTsuen Wan District,Posting Date: 2020-09-05,--,1-5
"['', 'Five-Day Work', '', 'Medical Insurance']",CL Smart Sourcing Limited,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Software / Web Developer)', 'IT (System Analyst)', 'IT (Systems / Technical Support)', 'IT (Technical / Functional Consulting)']",Analyst Programmer / System Analyst,Middle,Central & Western District / Central,Posting Date: 2020-09-05,--,3-4
,CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Application - Network)', 'IT (Hardware)', 'IT (Network & System)', 'IT (System Engineer / Network Engineer)', 'IT (Systems / Technical Support)']","Network Security Engineer (Around $40K, Wanchai)",Middle,Wanchai District / Wan Chai,Posting Date: 2020-09-05,--,3
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,F.5 / HKCEE,All IT,Information Technology,"['IT (Hardware)', 'IT (Systems / Technical Support)', 'IT (Network & System)']",Data Center Operator ($13K to $18K),General,Central & Western DistrictKwun Tong District / Kwun Tong,Posting Date: 2020-09-05,--,1-10
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,--,All IT,Information Technology,"['IT (Hardware)', 'IT (Systems / Technical Support)', 'IT (Network & System)']",PC Field Engineer,General,Central & Western District,Posting Date: 2020-09-05,--,--
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,DSE ,All IT,Information Technology,"['IT (Hardware)', 'IT (Network & System)']",Technical / Deskside Support Engineer (1-2 years / Fresh graduates),General,,Posting Date: 2020-09-05,--,1-2
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Mobile Applications Developer)', 'IT (Application - Software)', 'IT (Software / Web Developer)']",Apps Developer (Mobile),Middle,Sai Kung District / Sai Kung,Posting Date: 2020-09-05,--,3-5
"['', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,Associate Degree / Higher Diploma,All IT,Information Technology,"['IT (Application - Software)', 'IT (Systems / Technical Support)', 'IT (Software / Web Developer)']",Java Junior Programmer (Fresh graduates) ,General,Central & Western District,Posting Date: 2020-09-05,--,--
"['', 'Bonus for a recruit / new joiner', '', 'Five-Day Work', '', 'Medical Insurance', '', 'Overtime Pay']",CL Technical Services Limited,--,All IT,Information Technology,"['IT (Others)', 'IT (Hardware)', 'Customer Service (Customer Service)']",Customer Service Executive –Call Centre (fresh grad./part-time),General,Kowloon / Kowloon,Posting Date: 2020-09-05,--,--
"['', 'Five-Day Work']",CL Technical Services Ltd,Bachelor,All IT,Information Technology,"['IT (Software / Web Developer)', 'IT (Application - Software)', 'IT (Others)']",System Analyst ($30-45K),Middle,Kowloon,Posting Date: 2020-09-05,"$30,000 - $45,000",3
"['', 'Medical Insurance']",TECH ONE SERVICES LIMITED,--,All IT,Information Technology,"['IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Hardware)', 'IT (System Administrator)', 'Engineering (Others)']",IT System Engineer / IT Officer / Windows Engineer,Middle,Eastern District / Quarry BayShatin District / ShatinWanchai District / Wan Chai,Posting Date: 2020-09-05,--,1-10
"['', 'Bank Holiday', '', 'Double Pay', '', 'Five-Day Work', '', 'Medical Insurance']",Public Bank (Hong Kong) Limited,Bachelor,All IT,Banking / Finance / Securities / Investments,"['IT (System Analyst)', 'IT (Network & System)', 'IT (Others)']",Analyst Programmer – C++,Middle,Central & Western District / Central,Posting Date: 2020-09-05,--,3
"['', 'Bank Holiday', '', 'Double Pay', '', 'Medical Insurance']",Public Bank (Hong Kong) Limited,Bachelor,All IT,Banking / Finance / Securities / Investments,"['IT (IT Management)', 'IT (Systems / Technical Support)', 'IT (Others)']",Senior Programmer / Programmer – Java (Ref: RO-SP/P),General,,Posting Date: 2020-09-05,--,1-2
"['', 'Bank Holiday', '', 'Double Pay', '', 'Medical Insurance']",Public Bank (Hong Kong) Limited,Diploma,All IT,Banking / Finance / Securities / Investments,"['IT (Network & System)', 'IT (Systems / Technical Support)', 'Others (Others)']",System Security Officer (Ref: RO-SSO),General,Hong Kong,Posting Date: 2020-09-05,--,2
"['', 'Bank Holiday', '', 'Double Pay', '', 'Medical Insurance']",Public Bank (Hong Kong) Limited,Bachelor,All IT,Banking / Finance / Securities / Investments,"['Banking / Finance / Securities (Retail Banking)', 'Banking / Finance / Securities (Order Processing & Operation / Settlement)', 'IT (Product Management / Business Analyst)']",Senior Banking Projects Officer (Ref: RO-SBPO),Middle,Hong Kong,Posting Date: 2020-09-05,--,3
"['', 'Bank Holiday', '', 'Double Pay', '', 'Medical Insurance']",Public Bank (Hong Kong) Limited,Bachelor,All IT,Banking / Finance / Securities / Investments,"['Banking / Finance / Securities (Retail Banking)', 'Banking / Finance / Securities (Order Processing & Operation / Settlement)', 'IT (Product Management / Business Analyst)']",Senior Officer - E-Channel (Ref: RO-SECO),Middle,Hong Kong,Posting Date: 2020-09-05,--,3
"['', 'Bank Holiday', '', 'Double Pay', '', 'Medical Insurance']",Public Bank (Hong Kong) Limited,F.5 / HKCEE,All IT,Banking / Finance / Securities / Investments,"['IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Others)']",Computer Operator (Full-Time / Part-Time),General,Hong Kong,Posting Date: 2020-09-05,--,1
"['', 'Five-Day Work', '', 'Medical Insurance']","Shun Hing Technology Co., Ltd.",Bachelor,All IT,Trading,"['Sales (Business Development)', 'Sales (Customer Service - Supervisor / Officer)', 'Sales (Others)', 'Education (Others)', 'IT (Others)']",Sales Representative / Sales Executive (Education / Commercial Sectors),General,,Posting Date: 2020-09-04,--,2 or above
"['', 'Five-Day Work', '', 'Medical Insurance']","Shun Hing Technology Co., Ltd.",Bachelor,All IT,Trading,"['IT (Application - Software)', 'Sales (Business Development)', 'Sales (Others)', 'Marketing / Public Relations (Management)', 'Marketing / Public Relations (Marketing - General / Support)']",Senior Manager (Software solutions application),General,,Posting Date: 2020-09-04,--,8 or above
"['', 'Double Pay', '', 'Five-Day Work', '', 'Medical Insurance', '', 'Performance Bonus']",Kowloon Development Company Ltd,Bachelor,All IT,Real Estate / Property Management,"['IT (Network & System)', 'IT (Systems / Technical Support)', 'IT (Others)']",SYSTEM ADMINISTRATOR,General,Yau Tsim Mong District / Mong Kok,Posting Date: 2020-09-04,--,5
"['', 'Double Pay', '', 'Five-Day Work', '', 'Life Insurance', '', 'Medical Insurance', '', 'Performance Bonus']",Kowloon Development Company Ltd,Diploma,All IT,Real Estate / Property Management,"['IT (Others)', 'Administration / Secretary (Clerical / Admin Staff)', 'Administration / Secretary (Others)']",IT ADMINISTRATION OFFICER,General,Yau Tsim Mong District / Mong Kok,Posting Date: 2020-09-04,--,2-3
"['', 'Five-Day Work', '', 'Free Shuttle Bus', '', 'Medical Insurance', '', 'Overtime Pay']",Swing Consulting Limited,Bachelor,All IT,Employment Agency,"['IT (Systems / Technical Support)', 'IT (Network & System)', 'IT (Others)']",System Engineer (Window / Linux),General,,Posting Date: 2020-09-04,--,3
"['', 'Dental Insurance', '', 'Five-Day Work', '', 'Gratuity', '', 'Medical Insurance']",E.C. Fix Technology Limited,Bachelor,All IT,Information Technology,"['IT (Software / Web Developer)', 'IT (System Engineer / Network Engineer)', 'IT (Technical / Functional Consulting)', 'IT (Others)']",System Architect,Senior,Southern District / Pok Fu Lam,Posting Date: 2020-09-04,--,10 or above
